;MODEL;MODEL_INDEX;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY_FACTOR;PAST_HISTORY;BATCH_SIZE;EPOCHS;STEPS;OPTIMIZER;LEARNING_RATE;NORMALIZATION;TEST_TIME;TRAINING_TIME;mae_train;mae_test;LOSS;VAL_LOSS
10;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;15;15;32;5;33;Adam;0.01;None;0.7547662258148193;5.762506484985352;0.0112241711871577;0.0056260257142147;[0.04058949276804924, 0.012284193187952042, 0.010703707113862038, 0.006406327709555626, 0.004919626750051975];[0.04517465829849243, 0.021291567012667656, 0.014085503295063972, 0.006156268995255232, 0.0056260256096720695]
11;mlp;0;{'hidden_layers': [32, 16, 8]};1;15;15;32;5;33;Adam;0.01;None;0.001164436340332;1.1384484767913818;0.0014942876165253;0.0012270850765362;[0.05873701348900795, 0.0035457464400678873, 0.002009859774261713, 0.001504319254308939, 0.003509907051920891];[0.010419894941151142, 0.003336696419864893, 0.003210385562852025, 0.004898997023701668, 0.0012270851293578744]
12;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;15;15;64;5;17;Adam;0.001;None;0.002124547958374;2.8043742179870605;0.0015971739558255;0.0025088633404363;[0.005612892564386129, 0.003546838415786624, 0.002663892926648259, 0.002316631143912673, 0.002286216476932168];[0.0038479205686599016, 0.002144157188013196, 0.0015811118064448237, 0.002093292772769928, 0.0025088631082326174]
13;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;15;15;64;5;17;Adam;0.001;None;0.001988410949707;2.81705904006958;0.0020908626441531;0.0018223851694359;[0.019964274019002914, 0.006622849963605404, 0.003791180672124028, 0.0031432360410690308, 0.002357711084187031];[0.010315527208149433, 0.005970625206828117, 0.0035995107609778643, 0.0026176858227699995, 0.0018223851220682263]
14;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;15;15;64;5;17;Adam;0.001;None;0.003605842590332;3.639906167984009;0.000754143058666;0.0013455394339579;[0.004475163295865059, 0.0014909723540768027, 0.0008316871826536953, 0.00060295220464468, 0.0004587892035488039];[0.0026543561834841967, 0.0011369615094736218, 0.0005687908851541579, 0.0004340724553912878, 0.0013455393491312861]
15;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;15;15;64;5;17;Adam;0.001;None;0.0034844875335693;3.6732330322265625;0.0011437699936039;0.0019740549684451;[0.002504693577066064, 0.0008714565192349255, 0.0004929002607241273, 0.0006702140090055764, 0.0005851453170180321];[0.0016597171779721975, 0.00042325822869315743, 0.0012428872287273407, 0.0006289345910772681, 0.0019740548450499773]
16;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;15;15;64;5;17;Adam;0.001;None;0.762357234954834;5.663391590118408;0.0102765746853725;0.0112691289401539;[0.022064097225666046, 0.016457993537187576, 0.014398195780813694, 0.012703394517302513, 0.011045195162296295];[0.019286291673779488, 0.02001052349805832, 0.020264342427253723, 0.014685587957501411, 0.011269128881394863]
17;mlp;0;{'hidden_layers': [32, 16, 8]};1;15;15;64;5;17;Adam;0.001;None;0.0011196136474609;1.072685956954956;0.0109177479032785;0.0101904332299121;[0.1396668404340744, 0.035253748297691345, 0.022890739142894745, 0.01830090768635273, 0.01265131775289774];[0.04660240560770035, 0.024447113275527954, 0.01844233274459839, 0.014627896249294281, 0.010190433822572231]
18;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;15;15;64;5;17;Adam;0.01;None;0.0020039081573486;2.7833476066589355;0.0016486113129564;0.0022400977778322;[0.024970294907689095, 0.003991215024143457, 0.0027879991102963686, 0.0009927123319357634, 0.0011744735529646277];[0.007157997228205204, 0.005550785455852747, 0.0013078408082947135, 0.0011460634414106607, 0.002240097615867853]
19;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;15;15;64;5;17;Adam;0.01;None;0.001981496810913;2.771158456802368;0.0008141645028676;0.0005068531800703;[0.021468153223395348, 0.007077811285853386, 0.002541175577789545, 0.002149330684915185, 0.0029030756559222937];[0.011830325238406658, 0.009894649498164654, 0.00464631849899888, 0.0026741917245090008, 0.0005068531609140337]
20;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;15;15;64;5;17;Adam;0.01;None;0.0035171508789062;3.604237079620361;0.0016360286396527;0.0015484552674997;[0.00917478185147047, 0.0018399824621155858, 0.0005696971202269197, 0.0012908454518765211, 0.001169202965684235];[0.0028498428873717785, 0.0005375519394874573, 0.0017718595918267965, 0.0007166744908317924, 0.0015484552131965756]
21;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;15;15;64;5;17;Adam;0.01;None;0.0035493373870849;3.6647427082061768;0.0018845924450818;0.0021243408918367;[0.016082458198070526, 0.0031426025088876486, 0.0023157813120633364, 0.00045454525388777256, 0.0009888587519526482];[0.0053203534334897995, 0.0012030868092551827, 0.0011562007712200284, 0.0008673549746163189, 0.0021243407391011715]
22;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;15;15;64;5;17;Adam;0.01;None;0.7829303741455078;5.66071629524231;0.0043712469067639;0.0056956673127606;[0.05341083183884621, 0.016284214332699776, 0.009141722694039345, 0.007531555835157633, 0.008293413557112217];[0.022427359595894814, 0.01417108066380024, 0.008093728683888912, 0.011715713888406754, 0.005695667117834091]
23;mlp;0;{'hidden_layers': [32, 16, 8]};1;15;15;64;5;17;Adam;0.01;None;0.0011627674102783;1.0666866302490234;0.0084713832634757;0.0130767586632255;[0.13420380651950836, 0.017801418900489807, 0.003921364434063435, 0.004317824263125658, 0.003813908202573657];[0.028178026899695396, 0.006495061796158552, 0.010699890553951263, 0.006106548011302948, 0.013076758943498135]
24;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;30;30;32;5;32;Adam;0.001;None;0.0022096633911132;2.906381130218506;0.0013119779951379;0.0016629475239135;[0.010298280976712704, 0.005759572144597769, 0.0038398602046072483, 0.002936266828328371, 0.0017674221890047193];[0.0072457315400242805, 0.003871510736644268, 0.004003007896244526, 0.002238292945548892, 0.0016629587626084685]
25;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;30;30;32;5;32;Adam;0.001;None;0.0019855499267578;2.865779399871826;0.0014586232747714;0.0020366534553433;[0.009125295095145702, 0.005951517727226019, 0.003891815198585391, 0.0030237792525440454, 0.0025757441762834787];[0.006625662557780743, 0.004310838412493467, 0.0029705013148486614, 0.006070941220968962, 0.002036590361967683]
26;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;30;30;32;5;32;Adam;0.001;None;0.0036211013793945;3.7436482906341553;0.0005362066695605;0.00071566769359;[0.002858840860426426, 0.0011500419350340962, 0.0007272787624970078, 0.0005135505925863981, 0.000552243203856051];[0.0014958562096580863, 0.0006143565406091511, 0.0005133621161803603, 0.0003682035021483898, 0.0007156757055781782]
27;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;30;30;32;5;32;Adam;0.001;None;0.003511905670166;3.788503646850586;0.0004506327240442;0.0008084545737715;[0.0029249796643853188, 0.0012279828079044819, 0.0007551905000582337, 0.0006215803441591561, 0.0005315000307746232];[0.0018144125351682305, 0.001160313026048243, 0.000519413617439568, 0.00040749431354925036, 0.000808441371191293]
28;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;30;30;32;5;32;Adam;0.001;None;0.7636029720306396;5.783902883529663;0.0138506847571838;0.01648624565696;[0.04284811392426491, 0.024276357144117355, 0.02005523256957531, 0.017734596505761147, 0.015452084131538868];[0.03139428794384003, 0.0375775508582592, 0.03871268779039383, 0.019062617793679237, 0.01648624613881111]
29;mlp;0;{'hidden_layers': [32, 16, 8]};1;30;30;32;5;32;Adam;0.001;None;0.0011007785797119;1.1273455619812012;0.008931529401646;0.006801211612913;[0.13151735067367554, 0.04482436552643776, 0.02697436884045601, 0.01652556098997593, 0.010733162984251976];[0.07746202498674393, 0.03228471428155899, 0.020693467929959297, 0.011340753175318241, 0.006802444811910391]
30;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;30;30;32;5;32;Adam;0.01;None;0.0020644664764404;2.9044957160949707;0.0011180787215805;0.0023118616499848;[0.01894146017730236, 0.0023416730109602213, 0.0013398713199421763, 0.0009232659358531237, 0.0010552025632932782];[0.003933629021048546, 0.0020745161455124617, 0.002339825965464115, 0.0023976650554686785, 0.0023118527606129646]
31;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;30;30;32;5;32;Adam;0.01;None;0.0020811557769775;2.876575231552124;0.000728210034207;0.0013738256104171;[0.021670928224921227, 0.0033277375623583794, 0.001719046151265502, 0.001848739106208086, 0.0014344382798299193];[0.010694433934986591, 0.0025784906465560198, 0.0037262842524796724, 0.003761294297873974, 0.0013738080160692334]
32;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;30;30;32;5;32;Adam;0.01;None;0.0037848949432373;3.815085887908936;0.0002692544042153;0.0003848737208481;[0.008653341792523861, 0.0015684106620028615, 0.0004064443928655237, 0.0006044917972758412, 0.0010270412312820554];[0.002609631745144725, 0.00047124605043791234, 0.0012986885849386454, 0.0004221726267132908, 0.00038487534038722515]
33;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;30;30;32;5;32;Adam;0.01;None;0.0034756660461425;3.7737982273101807;0.0005169191459856;0.0003752909192228;[0.014979597181081772, 0.0019167513819411397, 0.0016690422780811787, 0.0011672788532450795, 0.0007937460904940963];[0.014553527347743511, 0.002494923071935773, 0.0015010818606242537, 0.0002665786014404148, 0.0003752853663172573]
34;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;30;30;32;5;32;Adam;0.01;None;0.7650971412658691;5.71221399307251;0.0067634448587099;0.0098110971312358;[0.06508094817399979, 0.01843063160777092, 0.020273268222808838, 0.010925905779004097, 0.00745218712836504];[0.06378360092639923, 0.010354813188314438, 0.02080497518181801, 0.023591000586748123, 0.0098110968247056]
35;mlp;0;{'hidden_layers': [32, 16, 8]};1;30;30;32;5;32;Adam;0.01;None;0.0011601448059082;1.1071014404296875;0.0027154675149684;0.0029294786261457;[0.12106524407863617, 0.0099486717954278, 0.003763770218938589, 0.0031334315426647663, 0.0028986046090722084];[0.026518890634179115, 0.003091593738645315, 0.004891130607575178, 0.005362590309232473, 0.0029305529315024614]
36;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;30;30;64;5;16;Adam;0.001;None;0.0021700859069824;2.8029072284698486;0.0029698337713681;0.0032319745267035;[0.009265651926398277, 0.005558079574257135, 0.004464755300432444, 0.0037429998628795147, 0.002968183485791087];[0.007301138713955879, 0.005716067738831043, 0.0050745075568556786, 0.0033823761623352766, 0.003231974318623543]
37;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;30;30;64;5;16;Adam;0.001;None;0.0020406246185302;2.7954213619232178;0.0039446633004745;0.0044601948587837;[0.018498089164495468, 0.008707440458238125, 0.006783289834856987, 0.005487963557243347, 0.004477543290704489];[0.010338572785258293, 0.010179282166063786, 0.005860023200511932, 0.004736457485705614, 0.004460195079445839]
38;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;30;30;64;5;16;Adam;0.001;None;0.0035910606384277;3.6400563716888414;0.0003911756634437;0.0004664237441801;[0.0018817259697243571, 0.0009222510270774364, 0.0007241404382511973, 0.0005312744760885835, 0.00045685694203712046];[0.0010334242833778262, 0.0007402876508422196, 0.0005467486917041242, 0.001078678178600967, 0.00046642374945804477]
39;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;30;30;64;5;16;Adam;0.001;None;0.0035948753356933;3.664040565490722;0.0005420554633969;0.0003921604704588;[0.0031715347431600094, 0.001896782428957522, 0.0011324844090268016, 0.0009168866672553122, 0.000858533545397222];[0.004323421511799097, 0.0011815723264589906, 0.0007654916844330728, 0.0007204505382105708, 0.00039216046570800245]
40;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;30;30;64;5;16;Adam;0.001;None;0.7685325145721436;5.67962384223938;0.0223933378713505;0.019307764497941;[0.055121611803770065, 0.037333350628614426, 0.029985979199409485, 0.02823685109615326, 0.024029681459069252];[0.032671984285116196, 0.03680690750479698, 0.02421928569674492, 0.022124020382761955, 0.019307764247059822]
41;mlp;0;{'hidden_layers': [32, 16, 8]};1;30;30;64;5;16;Adam;0.001;None;0.001166820526123;1.0383386611938477;0.0279944674490012;0.0280201273789042;[0.1068204864859581, 0.06477199494838715, 0.04559215530753136, 0.035547368228435516, 0.030512627214193344];[0.09748975932598114, 0.04629809409379959, 0.03636222332715988, 0.03514716774225235, 0.02802012674510479]
42;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;30;30;64;5;16;Adam;0.01;None;0.0021977424621582;2.7717905044555664;0.001008517251695;0.0007765519676089;[0.032811760902404785, 0.0063680624589324, 0.003011946100741625, 0.0016284537268802524, 0.0012984932400286198];[0.014551354572176933, 0.009329262189567089, 0.006979443598538637, 0.0009834402007982135, 0.0007765520131215453]
43;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;30;30;64;5;16;Adam;0.01;None;0.002089500427246;2.773794889450073;0.003195750058702;0.0052771566412672;[0.033312711864709854, 0.004848991520702839, 0.0022808010689914227, 0.0019660061225295067, 0.002271350473165512];[0.022910794243216515, 0.004087953828275204, 0.006302062887698412, 0.002840660512447357, 0.005277156829833984]
44;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;30;30;64;5;16;Adam;0.01;None;0.0034899711608886;3.601890563964844;0.0002270402094274;0.0002457283005911;[0.015403423458337784, 0.0031776907853782177, 0.0006883147871121764, 0.0003902031749021262, 0.00035405936068855226];[0.01612255722284317, 0.0036264120135456324, 0.0006758423987776041, 0.00025992788141593337, 0.00024572829715907574]
45;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;30;30;64;5;16;Adam;0.01;None;0.0035839080810546;3.655123233795166;0.0006999850671411;0.0009375362749141;[0.014652397483587265, 0.0018473387463018298, 0.002228699391707778, 0.0011716352310031652, 0.0009529151138849556];[0.007192883174866438, 0.0007938556373119354, 0.0020586817990988493, 0.0009024100727401674, 0.0009375363006256521]
46;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;30;30;64;5;16;Adam;0.01;None;0.7657420635223389;5.6823890209198;0.0069834696427559;0.0121206289578932;[0.07925519347190857, 0.02777807042002678, 0.01918063685297966, 0.0127323679625988, 0.00887739472091198];[0.10050539672374725, 0.07268968224525452, 0.013257268816232681, 0.0124740619212389, 0.012120628729462624]
47;mlp;0;{'hidden_layers': [32, 16, 8]};1;30;30;64;5;16;Adam;0.01;None;0.0012154579162597;1.0500452518463137;0.0021281717265946;0.0030192533520087;[0.16983507573604584, 0.0236558448523283, 0.008210101164877415, 0.0031365700997412205, 0.0018877115799114108];[0.02713574282824993, 0.01913885772228241, 0.004580944310873747, 0.0014947152230888605, 0.0030192534904927015]
48;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;32;5;31;Adam;0.001;None;0.0021219253540039;2.8733229637146;0.0035495574349472;0.003879765421718;[0.01724703423678875, 0.008755422197282314, 0.006829165853559971, 0.0054481360130012035, 0.004310303833335638];[0.009696158580482006, 0.007024039514362812, 0.005835539661347866, 0.006004754453897476, 0.0038798050954937935]
49;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;32;5;31;Adam;0.001;None;0.0020205974578857;2.9248454570770264;0.0036667506060333;0.003167191222116;[0.011685009114444256, 0.0077283564023673534, 0.006046556401997805, 0.004550270736217499, 0.0037033455446362495];[0.010260126553475857, 0.007678499445319176, 0.005931444000452757, 0.004206964746117592, 0.0031671191100031137]
50;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;32;5;31;Adam;0.001;None;0.0037147998809814;3.7934799194335938;0.0003401954658256;0.0006246335193067;[0.0021091157104820013, 0.0008860222878865898, 0.0005870718159712851, 0.0005257414886727929, 0.0005793761229142547];[0.0013685178710147738, 0.0005516983801499009, 0.0004359021259006113, 0.0004411801928654313, 0.0006246510893106461]
51;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;32;5;31;Adam;0.001;None;0.0035195350646972;3.831561088562012;0.0005815278917399;0.0009103011038953;[0.004153472371399403, 0.0017201531445607543, 0.0009292694739997387, 0.0006909269723109901, 0.0005279813194647431];[0.003125912742689252, 0.0010957461781799793, 0.00111948954872787, 0.00048577311099506915, 0.000910310831386596]
52;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;32;5;31;Adam;0.001;None;0.7665293216705322;5.836683511734009;0.0200051192341953;0.0441021855952725;[0.041886210441589355, 0.030046269297599792, 0.025321967899799347, 0.02251102216541767, 0.02135513722896576];[0.04070541635155678, 0.03276969492435455, 0.035253435373306274, 0.031057976186275482, 0.04410218447446823]
53;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;32;5;31;Adam;0.001;None;0.0011579990386962;1.1445579528808594;0.0116353549556785;0.0109036460873333;[0.08776900172233582, 0.03526054322719574, 0.022333215922117233, 0.016202878206968307, 0.01148520689457655];[0.046046286821365356, 0.03034217096865177, 0.016484500840306282, 0.011792104691267014, 0.010889320634305477]
54;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;32;5;31;Adam;0.01;None;0.0020399093627929;2.902137756347656;0.0010054953307301;0.0015877191606614;[0.022551124915480614, 0.0034972093999385834, 0.001803233870305121, 0.0008321365457959473, 0.0015394601505249739];[0.0032693417742848396, 0.004492460750043392, 0.0031706958543509245, 0.0014483786653727293, 0.0015876292018219829]
55;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;32;5;31;Adam;0.01;None;0.0020875930786132;2.88846755027771;0.0009936836859427;0.001876295817713;[0.02968703582882881, 0.003334709908813238, 0.0014325302327051759, 0.001288135419599712, 0.001311328960582614];[0.004526190925389528, 0.004187199752777815, 0.00196186569519341, 0.0026423088274896145, 0.001876349444501102]
56;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;32;5;31;Adam;0.01;None;0.0036308765411376;3.761894464492798;0.0009593513039469;0.0011615325794621;[0.008151190355420113, 0.001237792312167585, 0.0008321429486386478, 0.0006381014827638865, 0.0005175543483346701];[0.003280102275311947, 0.002754340646788478, 0.0005400131922215223, 0.0003576041490305215, 0.0011615395778790116]
57;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;32;5;31;Adam;0.01;None;0.0034296512603759;3.8072495460510254;0.0020898568172709;0.0023497339119969;[0.01456457655876875, 0.002683952683582902, 0.0014441952807828784, 0.002014439320191741, 0.0015798885142430663];[0.0074342768639326096, 0.002120543969795108, 0.0016718232072889805, 0.00046773551730439067, 0.002349721034988761]
58;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;32;5;31;Adam;0.01;None;0.7762589454650879;5.827855825424194;0.0175312113087974;0.0126962954031009;[0.13883204758167267, 0.04107263684272766, 0.02205374464392662, 0.015223560854792595, 0.011368611827492714];[0.25720226764678955, 0.10173316299915314, 0.05460875853896141, 0.05169091373682022, 0.01269629504531622]
59;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;32;5;31;Adam;0.01;None;0.0011298656463623;1.143047332763672;0.0032433344563116;0.0048897889645271;[0.23218467831611633, 0.013428771868348122, 0.0032226771581918, 0.001986183924600482, 0.0030952556990087032];[0.007051411550492048, 0.0039455704391002655, 0.0015422649448737502, 0.001417101128026843, 0.0048893652856349945]
60;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;64;5;16;Adam;0.001;None;0.002124547958374;2.7840800285339355;0.0043569895018397;0.0054138037951868;[0.012530077248811722, 0.008494263514876366, 0.006821854505687952, 0.006230184342712164, 0.005434049759060144];[0.010727577842772007, 0.009071748703718185, 0.007391400169581175, 0.007652633357793093, 0.005413787439465523]
61;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;64;5;16;Adam;0.001;None;0.0019872188568115;2.783034563064575;0.0055848281327804;0.0059113749897549;[0.014589585363864899, 0.010233381763100624, 0.008463275618851185, 0.0076539283618330956, 0.005981970578432083];[0.011045292019844055, 0.008873469196259975, 0.006326582748442888, 0.005563500337302685, 0.005911366082727909]
62;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;64;5;16;Adam;0.001;None;0.0035557746887207;3.65906023979187;0.0007865944161636;0.000787168203861;[0.002918214537203312, 0.0018774279160425067, 0.001178224803879857, 0.000863784400280565, 0.0007285592728294432];[0.0033960279542952776, 0.0018930062651634216, 0.0011822492815554142, 0.0011581835569813848, 0.000787172990385443]
63;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;64;5;16;Adam;0.001;None;0.0034377574920654;3.637508869171143;0.0012968525207495;0.0022861180165522;[0.005890363361686468, 0.003386870725080371, 0.0023064541164785624, 0.001813492737710476, 0.0015046377666294575];[0.003955324180424213, 0.00373611762188375, 0.0019548910204321146, 0.0015053785173222423, 0.0022861131001263857]
64;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;64;5;16;Adam;0.001;None;0.7814028263092041;5.667991638183594;0.0277212497392847;0.0210198506349363;[0.08465056121349335, 0.04622669145464897, 0.03638911992311478, 0.032432567328214645, 0.02947457879781723];[0.03800806403160095, 0.027762562036514282, 0.027274755761027336, 0.040010005235672, 0.02101984992623329]
65;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;64;5;16;Adam;0.001;None;0.0011932849884033;1.057358980178833;0.0238846371898795;0.0234148248063919;[0.09735314548015594, 0.05391448736190796, 0.03909757360816002, 0.030994068831205368, 0.02518516592681408];[0.08130650222301483, 0.03766188770532608, 0.03204117342829704, 0.022629093378782272, 0.0234161876142025]
66;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;64;5;16;Adam;0.01;None;0.0020797252655029;2.818415641784668;0.002766602541954;0.0042005758012736;[0.051667675375938416, 0.014487952925264835, 0.005818417761474848, 0.0026018614880740643, 0.0017136638052761555];[0.0773429200053215, 0.01455666683614254, 0.0034252663608640432, 0.0035953291226178408, 0.0042005879804492]
67;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;64;5;16;Adam;0.01;None;0.0020055770874023;2.8019280433654785;0.0009052765614086;0.0015303771175301;[0.06442851573228836, 0.01446665171533823, 0.004555319435894489, 0.0017856928752735257, 0.0011495379731059074];[0.09324555844068527, 0.01628776639699936, 0.00286616338416934, 0.002370904665440321, 0.001530471257865429]
68;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;64;5;16;Adam;0.01;None;0.0035681724548339;3.631059885025024;0.0007032219088901;0.0007449408245491;[0.010432237759232521, 0.0015756451757624745, 0.0021313324104994535, 0.0014993135118857026, 0.0006643491797149181];[0.005571252666413784, 0.0004409276298247278, 0.0010758447460830212, 0.001188779599033296, 0.0007449391996487975]
69;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;64;5;16;Adam;0.01;None;0.006087303161621;3.639534711837769;0.0013008225588631;0.0015277441957322;[0.031216587871313095, 0.0042024338617920876, 0.0025620972737669945, 0.0011582074221223593, 0.0006258910871110857];[0.022512447088956833, 0.007853172719478607, 0.0013341165613383055, 0.0010267861653119326, 0.0015277569182217121]
70;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;64;5;16;Adam;0.01;None;0.7731602191925049;5.731173753738403;0.0084114894837161;0.0310754957124376;[0.16158217191696167, 0.04272844269871712, 0.015613626688718796, 0.012499661184847355, 0.008390376344323158];[0.031286243349313736, 0.050201743841171265, 0.015158978290855885, 0.034593161195516586, 0.031075494363904]
71;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;64;5;16;Adam;0.01;None;0.0012016296386718;1.0512964725494385;0.0049953172076936;0.003999332934898;[0.29963916540145874, 0.04480681195855141, 0.01323791779577732, 0.004837497137486935, 0.004303516820073128];[0.1376456469297409, 0.023414917290210724, 0.005485267844051123, 0.0038800579495728016, 0.004001561552286148]
72;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;90;90;32;5;30;Adam;0.001;None;0.0021424293518066;2.8757164478302;0.0063763461759604;0.0096456907344604;[0.023087870329618454, 0.014812381006777287, 0.011179059743881226, 0.009040792472660542, 0.007808450609445572];[0.014428150840103626, 0.012432718649506569, 0.009743542410433292, 0.008983110077679157, 0.00964560266584158]
73;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;90;90;32;5;30;Adam;0.001;None;0.0019843578338623;2.867360115051269;0.005291920014434;0.0066027476703766;[0.023866264149546623, 0.011142672970890999, 0.008832663297653198, 0.007390069775283337, 0.006429931614547968];[0.010155018419027328, 0.00980417151004076, 0.01206125132739544, 0.008751116693019867, 0.006602809298783541]
74;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;90;90;32;5;30;Adam;0.001;None;0.0035603046417236;3.7796692848205566;0.0005181979925585;0.0005417832758831;[0.004243738949298859, 0.001965273404493928, 0.0010647152084857225, 0.0007806718349456787, 0.0007003158680163324];[0.0021444151643663645, 0.0012444285675883293, 0.000821211957372725, 0.0007772980025038123, 0.0005417847423814237]
75;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;90;90;32;5;30;Adam;0.001;None;0.0036830902099609;3.747429609298706;0.0004895988725424;0.0006249758278011;[0.006125487852841616, 0.002287571784108877, 0.0014123653527349234, 0.0011317431926727295, 0.000784084084443748];[0.00584435136988759, 0.0017800444038584828, 0.00126553641166538, 0.0009166739764623344, 0.0006249829311855137]
76;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;90;90;32;5;30;Adam;0.001;None;0.7837445735931396;5.815453052520752;0.0194752099102519;0.0342076411468067;[0.055166274309158325, 0.033264677971601486, 0.02946426346898079, 0.02576291933655739, 0.021897852420806885];[0.05067748203873634, 0.07497783750295639, 0.03429286926984787, 0.04007985442876816, 0.03420763835310936]
77;mlp;0;{'hidden_layers': [32, 16, 8]};1;90;90;32;5;30;Adam;0.001;None;0.0011725425720214;1.138167142868042;0.0155255210269093;0.0156601120780675;[0.0731876790523529, 0.040679026395082474, 0.02757844142615795, 0.02205490693449974, 0.02187931165099144];[0.045182306319475174, 0.030894553288817406, 0.022065702825784683, 0.03476407378911972, 0.01565844565629959]
78;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;90;90;32;5;30;Adam;0.01;None;0.002098798751831;2.8677566051483154;0.0009409004352605;0.0021827941045629;[0.045908767729997635, 0.005779644474387169, 0.002066764049232006, 0.0016856563743203878, 0.0011834127362817526];[0.013352523557841778, 0.005062244366854429, 0.00252515054307878, 0.001999091124162078, 0.0021827940363436937]
79;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;90;90;32;5;30;Adam;0.01;None;0.0020804405212402;2.871783971786499;0.0012945199808307;0.0012857357528914;[0.040077824145555496, 0.004673739895224571, 0.0025438505690544844, 0.0017490423051640391, 0.0014568454353138804];[0.0134804155677557, 0.005438523832708597, 0.00282544968649745, 0.00236888718791306, 0.0012856924440711737]
80;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;90;90;32;5;30;Adam;0.01;None;0.0036761760711669;3.767969846725464;0.0008766932432211;0.001044609373078;[0.010199477896094322, 0.0011998292757198215, 0.0005751967546530068, 0.0006751699838787317, 0.0006638966151513159];[0.001110551063902676, 0.0005988531047478318, 0.00040048296796157956, 0.001358451321721077, 0.0010446093510836363]
